"compound","Compound_Name","Smiles","match_type","mz","rt"
1167,"taraninin","OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5c(C6C(O)C(Oc7cc(O)cc(O)c67)c8cc(O)c(O)c(O)c8)c(O)cc(O)c35)c9cc(O)c(O)c(O)c9)c2OC1c%10cc(O)c(O)c(O)c%10","in silico UNPD",1065.190988,9.117171
1172,"Di_Hydro_Myricetin_Gallate_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","mass_only",623.067477,14.240862
1173,"Afzelechin_Epiafzelechin_Deoxyhexose","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(cc1)O)OC1C(C(C(C(O1)C)O)O)O","mass_only",419.1341,14.1202
1177,"Coumaryl_Coumaryl_EchinocysticAcid_GlucosamineGlycoside_Rhamnoside","OCC1OC(OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC(=O)C=Cc2ccc(cc2)OC2OC(C)C(C(C2O)O)O)(C)C)C(C(C1OC(=O)C=Cc1ccc(cc1)O)O)N","in silico",1070.5651,19.8268
1180,"Kaempferol_Hexose_Gallate_Pentose,Quercitin_Deoxyhexose_Gallate_Pentose","c12c(c(cc(c1)O)OC1C(C(OC1O)CO)O)c(=O)c(c(o2)c1ccc(cc1)O)OC(=O)c1cc(c(c(c1)OCC1OC(C(C(C1O)O)O)O)O)O,c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C(C1O)O)O)C)O)OC1OC(C(C1O)O)CO","mass_only",731.150992,9.762008
1185,"AcacicAcid_HexopyranuronicAcidGlycoside_Pyranoside_Pyranoside","OCC1OC(OC(=O)C23CC(OC4OC(CO)C(C(C4O)O)O)C(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC2OC(C(=O)O)C(C(C2O)O)O)(C)C)C(C(C1O)O)O","in silico",987.4776,16.3635
1192,"androseptoside C","CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)O","in silico UNPD",749.44765,26.30025
1209,"afzelechin-(4alpha->8)-catechin-3-O-beta-glucopyranoside","OCC1OC(OC2C(Oc3cc(O)cc(O)c3C2c4c(O)cc(O)c5CC(O)C(Oc45)c6ccc(O)c(O)c6)c7ccc(O)cc7)C(O)C(O)C1O","in silico UNPD",723.191958,8.700276
1212,"MoNA:2871079 (+/-)-Catechin","N/A","GNPS databases",289.0707,16.514067
1220,"Quinic_Acid_5Gallate","O[C@]1(C[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(c(c(c3)O)O)O)c2)[C@@H](OC(=O)c2cc(OC(=O)c3cc(c(c(c3)O)O)O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C1)C(=O)O","mass_only",951.106833,11.6579
1227,"androseptoside C1","CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OCC(O)C(O)C7OC8OCC(O)C(O)C8O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)O","in silico UNPD",881.488833,25.8985
1230,"3-O-galloyl-(+)-epicatechin-<4alpha->8>-(+)-epicatechin","OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5cc(O)cc(O)c35)c6ccc(O)c(O)c6)c2OC1c7ccc(O)c(O)c7","in silico UNPD",729.145219,11.375288
1231,"Di_Catechin_Type_B_Deoxyhexose_Deoxyhexose,Di_Afzelechin_Type_B_Hexose_Hexose,Afzelechin_Catechin_Type_B_Hexose_Deoxyhexose,Afzelechin_Gallocatechin_Type_B_Deoxyhexose_Deoxyhexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)OC1OC(C(C(C1O)O)O)C)C)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)O)COC1C(O)OC(C(C1O)O)CO,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)OC1OC(C(C(C1O)O)O)CO)C)CC(C(O2)c1ccc(cc1)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)OC1OC(C(C(C1O)O)O)C)C)CC(C(O2)c1ccc(cc1)O)O","mass_only",869.2483,8.184867
1232,"EchinocysticAcid_GlucosamineGlycoside_HexopyranuronicAcidGlycoside_MethoxyFerulicAcid","OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CC(C2(C3CC(C)(C)CC2)C(=O)OC2OC(C(=O)O)C(C(C2O)O)O)O)C)C)C(C(C1OC(=O)C=Cc1ccc(c(c1)OC)OC)O)N","in silico",998.5108,18.4743
1235,"Di_Gallocatechin_Type_B","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",609.123877,3.453626
1243,"N/A","OCC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)C(O)C(O)C1OC(=O)c5cc(O)c(O)c(O)c5","in silico UNPD",599.104144,12.114135
1247,"pseudo-ginsenoside-RT2","CC(C)(O)C1CCC(C)(O1)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(CC34C)OC6OC(CO)C(O)C(O)C6OC7OCC(O)C(O)C7O","in silico UNPD",785.4688,20.6838
1270,"3-O-galloyl-(+)-epicatechin-<4alpha->8>-(+)-epicatechin","OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5cc(O)cc(O)c35)c6ccc(O)c(O)c6)c2OC1c7ccc(O)c(O)c7","in silico UNPD",729.145524,9.073631
1279,"Di_Hydro_Kaempferol_Deoxyhexose_Cinnamate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)OC(=O)/C=C/c1ccccc1)C","mass_only",563.1555,22.015767
1283,"4-O-galloylchlorogenic acid","OC1CC(O)(CC(OC(=O)C=Cc2ccc(O)c(O)c2)C1OC(=O)c3cc(O)c(O)c(O)c3)C(=O)O","in silico UNPD",505.097775,9.2613
1293,"NCGC00384787-01!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one","OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC(CC(=O)C3=C2O)C4=CC(O)=C(O)C=C4","GNPS databases",449.107431,9.12721
1294,"Di_Gallocatechin_Type_B_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",761.133984,5.639397
1296,"B5-3'-O-gallate|epicatechin-(4beta->6)-epicatechin-3-O-gallate|procyanidin B-5 3'O-gallate|Procyanidin B5 3'-O-gallate","OC1C(Oc2cc(O)cc(O)c2C1c3c(O)cc4OC(C(Cc4c3O)OC(=O)c5cc(O)c(O)c(O)c5)c6ccc(O)c(O)c6)c7ccc(O)c(O)c7","in silico UNPD",729.1442,12.934211
1300,"AcacicAcid_CyclicMonoterpenyl_HexopyranuronicAcidGlycoside_MethoxyFerulicAcid_Rhamnoside","OCC1OC(OC2CC3(C(=O)OC4OC(C(=O)O)C(C(C4O)OC4OC(C)C(C(C4O)O)O)O)C(O)CC4(C(=CCC5C4(C)CCC4C5(C)CCC(C4(C)C)OC(=O)C=C4CCC(OC4)(C)C=C)C3CC2(C)C)C)C(C(C1O)O)OC(=O)C=Cc1ccc(c(c1)OC)OC","in silico",1163.5686,24.1343
1304,"NCGC00380668-01_C48H78O18_(3beta,5xi,9xi,22beta)-22,24-Dihydroxyolean-12-en-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid","C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@H]3O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5C\C=C/7[C@@H]8CC(C)(C)C[C@@H](O)[C@]8(C)CC[C@@]67C)[C@@]4(C)CO)C(O)=O)[C@H](O)[C@H](O)[C@H]1O","GNPS databases",987.514,23.6142
1306,"Catechin_Coumarate_Gallate_Deoxyhexose","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)C)O)O)O","in silico",733.177417,16.298317
1307,"2-(3,4-dihydroxybenzoyl)-2,4,6-trihydroxy-1-benzofuran-3(2H)-one|2-(3,4-dihydroxybenzoyl)-2,4,6-trihydroxy-3(2H)-benzofuranone","Oc1cc(O)c2C(=O)C(O)(Oc2c1)C(=O)c3ccc(O)c(O)c3","in silico UNPD",317.028726,12.520813
1308,"TetraCE_MonoCoumarate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O","mass_only",1299.299,14.9042
1314,"25-O-beta-D-glucopyranosyl-5beta,19-epoxycucurbita-6,23-diene-3beta,25-diol 3-O-beta-D-allopyranoside|goyaglycoside-e","CC(CC=CC(C)(C)OC1OC(CO)C(O)C(O)C1O)C2CCC3(C)C4C=CC56OCC4(CCC23C)C5CCC(OC7OC(CO)C(O)C(O)C7O)C6(C)C","in silico UNPD",779.458667,21.2118
1315,"catechin-(3'->0->3''')-afzelechin","OC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(Oc4cc(ccc4O)C5Oc6cc(O)cc(O)c6CC5O)c3","in silico UNPD",561.1392,12.381731
1317,"Di_Hydro_Kaempferol_Pentose_Hexose,Di_Hydro_Quercetin_Pentose_Deoxyhexose","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)OC1OC(C(C(C1O)O)O)C)O,c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC1OC(C(C(C1O)O)OC1OC(C(C1O)O)CO)C","mass_only",581.150897,8.765185
1319,"Di_Hydro_Myricetin","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(c(c1)O)O)O)O","mass_only",319.0445,13.5393
1330,"4_Methyl_Myricetin_Gallate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)c1cc(c(c(c1)O)O)O","mass_only",483.055585,8.918165
1332,"ReSpect:PT209140 Isorhamnetin-3-Glucoside-4'-Glucoside|Isor-3-Glc-4'-Glc|Isorhamnetin 3,4'-diglucoside|Dactylin|Dactilin","c","GNPS databases",623.160757,12.346895
1342,"Catechin_Epicatechin_Pentose","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC1OC(C(C1O)O)CO","mass_only",421.112811,11.994711
1350,"hederoside I","CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(C)(CO)C5CCC34C)C2C1)C(=O)OC8OC(COC9OC(CO)C(O)C(O)C9O)C(O)C(O)C8O","in silico UNPD",1119.5622,15.7253
1351,"Taxillusin","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OC3C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)C1O","in silico UNPD",617.1119,14.7944
1355,"(1'R,5'R)-5-(5-carboxymethyl-2-oxocyclopentyl)-3Z-pentyl beta-D-(6-O-galloyl)glucopyranoside","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OCCC=C/CC3C(CC(=O)O)CCC3=O)C1O","in silico UNPD",539.175909,11.206245
1358,"Randioside","COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1C=CC3=O","in silico UNPD",371.0977,7.3418
1370,"Myricetin_Hexose_Hexose_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO)CO","mass_only",803.1975,15.1166
1372,"1'-O-caffeoyl-6'-O-galloyl-beta-D-glucopyranose|1-O-(E)-caffeoyl-6-O-galloyl-beta-D-glucopyranose","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OC(=O)C=Cc3ccc(O)c(O)c3)C1O","in silico UNPD",493.09785,8.7126
1376,"Di_Catechin_Type_B_Coumarate_Gallate,Gallocatechin_Catechin_Type_B_Gallate_Cinnamate,Afzelechin_Gallocatechin_Type_B_Coumarate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O","mass_only",875.180767,16.763667
1381,"Di_Hydro_Myricetin_Deoxyhexose_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C(C1O)O)O)C)O)O","mass_only",617.114087,12.141966
1390,"EchinocysticAcid_HexopyranuronicAcidGlycoside_Rhamnoside_Rhamnoside","CC1OC(OC2C(O)C(OC(C2O)C(=O)O)OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CC(C2(C3CC(C)(C)CC2)C(=O)OC2OC(C)C(C(C2O)O)O)O)C)C)C(C(C1O)O)O","in silico",939.494467,23.303733
1396,"NCGC00180770-02!3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC=C(O)C=C5)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O","GNPS databases",593.150637,11.482673
1405,"Di_Hydro_Myricetin_Gallate_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","in silico",623.067254,14.812885
1406,"(-)-epigallocatechin (4beta-8)-(-)-epigallocatechin 3-O-gallate|(-)-epigallocatechin-(4beta-8)-(-)-epicatechin 3-O-gallate|epigallocatechin-(4beta -> 8)-3-O-galloylepicatechin|epigallocatechin-(4beta->8)-epicatechin 3-O-gallate|epigallocatechin-(4beta->8)-epicatechin-3-O-gallate|Epigallocatechin-(4???)-epicatechin-3-O-gallate ester","OC1C(Oc2cc(O)cc(O)c2C1c3c(O)cc(O)c4CC(OC(=O)c5cc(O)c(O)c(O)c5)C(Oc34)c6ccc(O)c(O)c6)c7cc(O)c(O)c(O)c7","in silico UNPD",745.14115,9.266375
1421,"rhein 8-O-beta-D-(6'-galloyl)glucopyranoside","O[C@H]1[C@H](O)[C@@H](COC(=O)c2cc(O)c(O)c(O)c2)O[C@@H](Oc3cccc4C(=O)c5cc(cc(O)c5C(=O)c34)C(=O)O)[C@@H]1O","in silico UNPD",597.10475,11.53635
1422,"rhein 8-O-beta-D-(6'-galloyl)glucopyranoside","O[C@H]1[C@H](O)[C@@H](COC(=O)c2cc(O)c(O)c(O)c2)O[C@@H](Oc3cccc4C(=O)c5cc(cc(O)c5C(=O)c34)C(=O)O)[C@@H]1O","in silico UNPD",597.1052,10.488
1426,"Eriodictyol","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OCC1OC(C(C1O)O)O)CC(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)O)O","mass_only",287.054229,11.599257
1428,"N/A","OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7cc(O)c(O)c(O)c7)c8cc(O)c(O)c(O)c8)c2OC1c9cc(O)c(O)c(O)c9","in silico UNPD",913.17953,5.872736
1433,"Gallocatechin_Coumarate_Gallate_Deoxyhexose","c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)C)O)O)O","in silico",749.17248,13.0356
1441,"DiCE_DiGluc_TriCinnamate","c12c(c(cc(c1)OC(=O)/C=C/c1ccccc1)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1OC1OC(C(C(C1O)O)O)CO)O)OC(=O)/C=C/c1ccccc1","mass_only",1291.3661,21.45545
1446,"ReSpect:PT204193 isorhamnetin-3-O-glucoside|Isor-3-Glc|Isorhamnetin-3-beta-D-galactopyranoside|5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-o","COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O","GNPS databases",477.102565,12.601037
1448,"2beta,3beta-epoxy-5,7,4?-trihydroxyflavan-(4alpha?8)-epicatechin","O[C@@H]1Cc2c(O)cc(O)c([C@H]3[C@@H]4O[C@@]4(Oc5cc(O)cc(O)c35)c6ccc(O)cc6)c2O[C@@H]1c7ccc(O)c(O)c7","in silico UNPD",559.123711,10.417895
1452,"asteryunnanoside G","CC1OC(OCC2OC(OC(=O)C34CCC(C)(C)CC3C5=CCC6C7(C)CCC(OC8OC(CO)C(O)C(O)C8O)C(C)(C)C7CCC6(C)C5(C)CC4)C(O)C(O)C2O)C(OC9OC(CO)C(O)C(O)C9O)C(O)C1O","in silico UNPD",1087.5674,21.81425
1458,"N/A","OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7cc(O)c(O)c(O)c7)c8cc(O)c(O)c(O)c8)c2OC1c9cc(O)c(O)c(O)c9","in silico UNPD",913.179401,2.333828
1465,"3-O-<O-alpha-L-rhamnopyranosyl-(1-->3)-O-<O-beta-D-glucopyranosyl-(1-->3)>-beta-D-glucopyranosyl>oleanolic acid|3-O-{O-alpha-L-rhamnopyranosyl-(1-->3)-O-[O-beta-D-glucopyranosyl-(1-->3)]-beta-D-glucopyranosyl}oleanolic acid","CC1OC(OC2C(O)C(CO)OC(OC3C(O)C(CO)OC(OC4CCC5(C)C(CCC6(C)C5CC=C7C8CC(C)(C)CCC8(CCC67C)C(=O)O)C4(C)C)C3O)C2O)C(O)C(O)C1O","in silico UNPD",925.5126,22.3822
1466,"NCGC00179887-02!3-[(2S,3R,4S,5R,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one","COC1=CC2=C(C(=O)C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)=C(O2)C6=CC(O)=C(O)C=C6)C(O)=C1","GNPS databases",769.217993,11.195859
1473,"Di_Gallocatechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",913.141717,10.037533
1475,"(+)-epigallocatechin-(2alpha?O?7,4alpha?8)-(-)-epigallocatechin|ephedrannin D4","O[C@@H]1Cc2c(O)cc3O[C@]4(Oc5cc(O)cc(O)c5[C@H]([C@@H]4O)c3c2O[C@@H]1c6cc(O)c(O)c(O)c6)c7cc(O)c(O)c(O)c7","in silico UNPD",607.1086,14.357767
1476,"Di_Catechin_Type_B_Hexose_Gallate,Gallocatechin_Catechin_Type_B_Deoxyhexose_Gallate,Afzelechin_Gallocatechin_Type_B_Hexose_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)OC1C(O)OC(C(C1O)O)CO)O)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)OC1C(O)OC(C(C1O)O)C)O)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)OC1C(O)OC(C(C1O)O)CO)O)CC(C(O2)c1ccc(cc1)O)O","mass_only",891.19675,7.10685
1488,"Gallocatechin_epigallocatechin monomer","c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O.c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","mass_only",305.065685,13.555644
1493,"Gallocatechin_Catechin_Type_B_Coumarate_Gallate,Di_Gallocatechin_Type_B_Gallate_Cinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O","mass_only",891.175021,15.054625
1497,"NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid","CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C","GNPS databases",674.4273,21.4725
1507,"Naringenin_Deoxyhexose","","mass_only",417.117811,16.837167
1514,"Monogallate","OC(=O)c1cc(c(c(c1)O)O)O","mass_only",169.013482,6.987571
1517,"Afzelechin_Cinnamate_Cinnamate","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccccc1)OC(=O)/C=C/c1ccccc1","mass_only",533.1656,18.0481
1520,"Digallate","O(C(=O)c1cc(c(c(c1)O)O)O)c1c(cc(cc1O)C(=O)O)O","mass_only",321.024177,6.771108
1521,"1-O-(E)-caffeoyl-3-galloyl-beta-D-glucopyranose|1-O-(E)-caffeoyl-3-O-galloyl-beta-D-glucopyranose|1-O-(E)-Caffeoyl-3-O-galloyl-?-D-glucopyranose","OCC1OC(OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(OC(=O)c3cc(O)c(O)c(O)c3)C1O","in silico UNPD",493.098167,10.156
1522,"Quercetin_Deoxyhexose_Cinnamate","c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)/C=C/c1ccccc1","in silico",577.13435,22.20035
1539,"4'_methyl_Myricetin_Deoxyhexose_Deoxyhexose_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)C)C","mass_only",785.2221,17.7492
1542,"Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","N/A","GNPS databases",452.277585,30.152842
1544,"Myricetin_Hexose_Coumarate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO","mass_only",625.118671,15.984293
1550,"NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one","OC[C@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O","GNPS databases",465.09387,11.006287
1556,"Myricetin_Hexose_Gallate_Pentose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C(C1O)O)OC1OC(C(C1O)O)CO)CO)O)O","mass_only",763.140512,6.937184
1562,"ReSpect:PT204250 Homoorientin|Lutl-6-C-Glc|Isoorientin|luteolin-6-C-glucoside|luteolin- 6-C-beta-D-glucopyranoside|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]","C1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O","GNPS databases",447.092037,10.022639
1567,"Gallocatechin 3'-O-gallate","OC1Cc2c(O)cc(O)cc2OC1c3cc(O)c(O)c(OC(=O)c4cc(O)c(O)c(O)c4)c3","in silico UNPD",457.076076,10.875081
